As At,Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting region ,Statistical Area 2,Number of offences
1/09/2021,2014,4,House break-ins,House break-ins actual,-,-,Darwin,-,57
1/09/2021,2014,4,House break-ins,House break-ins actual,-,-,NT Balance,Howard Springs,1
1/09/2021,2014,4,House break-ins,House break-ins actual,-,-,Palmerston,-,21
1/09/2021,2014,4,House break-ins,House break-ins attempted,-,-,Darwin,-,4
1/09/2021,2014,4,House break-ins,House break-ins attempted,-,-,Palmerston,-,1
1/09/2021,2014,4,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,-,43
1/09/2021,2014,4,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Howard Springs,1
1/09/2021,2014,4,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Humpty Doo,1
1/09/2021,2014,4,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,-,16
1/09/2021,2014,4,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,-,29
1/09/2021,2014,4,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Howard Springs,1
1/09/2021,2014,4,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,-,14
1/09/2021,2014,4,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Darwin,-,3
1/09/2021,2014,4,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Palmerston,-,1
1/09/2021,2014,4,Property Damage Offences,Property damage offences,-,-,Darwin,-,197
1/09/2021,2014,4,Property Damage Offences,Property damage offences,-,-,NT Balance,Howard Springs,2
1/09/2021,2014,4,Property Damage Offences,Property damage offences,-,-,Palmerston,-,48
1/09/2021,2014,4,Robbery - extortion and related offences,Blackmail and extortion,-,-,Darwin,-,1
1/09/2021,2014,4,Robbery - extortion and related offences,Robbery,-,-,Darwin,-,3
1/09/2021,2014,4,Sexual Assault and related offences,Non-assaultive sexual offences,-,-,Darwin,-,5
1/09/2021,2014,4,Sexual Assault and related offences,Non-assaultive sexual offences,-,-,NT Balance,Humpty Doo,1
1/09/2021,2014,4,Sexual Assault and related offences,Non-assaultive sexual offences,-,-,Palmerston,-,2
1/09/2021,2014,4,Sexual Assault and related offences,Sexual assault,-,-,Darwin,-,14
1/09/2021,2014,4,Sexual Assault and related offences,Sexual assault,-,-,Palmerston,-,3
1/09/2021,2014,4,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,-,278
1/09/2021,2014,4,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,7
1/09/2021,2014,4,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,6
1/09/2021,2014,4,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,-,79
1/09/2021,2014,5,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Darwin,-,4
1/09/2021,2014,5,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Darwin,-,1
1/09/2021,2014,5,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,-,8
1/09/2021,2014,5,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Palmerston,-,1
1/09/2021,2014,5,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,-,27
1/09/2021,2014,5,Acts intended to cause injury,Assault,Alcohol involved,DV,Palmerston,-,14
1/09/2021,2014,5,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,-,64
1/09/2021,2014,5,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Humpty Doo,1
1/09/2021,2014,5,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Palmerston,-,3
1/09/2021,2014,5,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Darwin,-,7
1/09/2021,2014,5,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Palmerston,-,5
1/09/2021,2014,5,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Darwin,-,35
1/09/2021,2014,5,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Humpty Doo,2
1/09/2021,2014,5,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Palmerston,-,7
1/09/2021,2014,5,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,-,19
1/09/2021,2014,5,Acts intended to cause injury,Assault,No alcohol involved,DV,Palmerston,-,11
1/09/2021,2014,5,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,-,17
1/09/2021,2014,5,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Palmerston,-,3
1/09/2021,2014,5,Acts intended to cause injury,Other acts intended to cause injury,-,-,Darwin,-,2
1/09/2021,2014,5,Acts intended to cause injury,Other acts intended to cause injury,-,-,Palmerston,-,1
1/09/2021,2014,5,Commercial break-ins,Commercial break-ins actual,-,-,Darwin,-,31
1/09/2021,2014,5,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Humpty Doo,1
1/09/2021,2014,5,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,-,6
1/09/2021,2014,5,Commercial break-ins,Commercial break-ins attempted,-,-,Palmerston,-,1
1/09/2021,2014,5,Homicide and related Offences,Murder,-,-,Darwin,-,1
1/09/2021,2014,5,House break-ins,House break-ins actual,-,-,Darwin,-,49
1/09/2021,2014,5,House break-ins,House break-ins actual,-,-,NT Balance,Howard Springs,1
1/09/2021,2014,5,House break-ins,House break-ins actual,-,-,NT Balance,Humpty Doo,1
1/09/2021,2014,5,House break-ins,House break-ins actual,-,-,Palmerston,-,13
1/09/2021,2014,5,House break-ins,House break-ins attempted,-,-,Darwin,-,3
1/09/2021,2014,5,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,-,33
1/09/2021,2014,5,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Howard Springs,2
1/09/2021,2014,5,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Humpty Doo,5
1/09/2021,2014,5,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,-,20
1/09/2021,2014,5,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,-,51
1/09/2021,2014,5,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Howard Springs,3
1/09/2021,2014,5,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,-,22
1/09/2021,2014,5,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Darwin,-,1
1/09/2021,2014,5,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Palmerston,-,2
1/09/2021,2014,5,Property Damage Offences,Property damage offences,-,-,Darwin,-,209
1/09/2021,2014,5,Property Damage Offences,Property damage offences,-,-,NT Balance,Howard Springs,1
1/09/2021,2014,5,Property Damage Offences,Property damage offences,-,-,NT Balance,Humpty Doo,6
1/09/2021,2014,5,Property Damage Offences,Property damage offences,-,-,Palmerston,-,52
1/09/2021,2014,5,Robbery - extortion and related offences,Blackmail and extortion,-,-,Darwin,-,1
1/09/2021,2014,5,Robbery - extortion and related offences,Robbery,-,-,Darwin,-,5
1/09/2021,2014,5,Robbery - extortion and related offences,Robbery,-,-,Palmerston,-,3
1/09/2021,2014,5,Sexual Assault and related offences,Non-assaultive sexual offences,-,-,Darwin,-,2
1/09/2021,2014,5,Sexual Assault and related offences,Sexual assault,-,-,Darwin,-,11
1/09/2021,2014,5,Sexual Assault and related offences,Sexual assault,-,-,NT Balance,Humpty Doo,1
1/09/2021,2014,5,Sexual Assault and related offences,Sexual assault,-,-,Palmerston,-,6
1/09/2021,2014,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,-,269
1/09/2021,2014,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,8
1/09/2021,2014,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,4
1/09/2021,2014,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,-,72
1/09/2021,2014,6,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Darwin,-,1
1/09/2021,2014,6,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,-,3
1/09/2021,2014,6,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Howard Springs,1
1/09/2021,2014,6,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Humpty Doo,3
1/09/2021,2014,6,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Palmerston,-,4
1/09/2021,2014,6,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,-,37
1/09/2021,2014,6,Acts intended to cause injury,Assault,Alcohol involved,DV,Palmerston,-,15
1/09/2021,2014,6,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,-,44
1/09/2021,2014,6,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Howard Springs,1
1/09/2021,2014,6,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Humpty Doo,3
1/09/2021,2014,6,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Palmerston,-,7
1/09/2021,2014,6,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Darwin,-,6
1/09/2021,2014,6,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Humpty Doo,1
1/09/2021,2014,6,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Palmerston,-,5
1/09/2021,2014,6,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Darwin,-,16
1/09/2021,2014,6,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Humpty Doo,1
1/09/2021,2014,6,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Palmerston,-,2
1/09/2021,2014,6,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,-,12
1/09/2021,2014,6,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Howard Springs,1
1/09/2021,2014,6,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Humpty Doo,4
1/09/2021,2014,6,Acts intended to cause injury,Assault,No alcohol involved,DV,Palmerston,-,4
1/09/2021,2014,6,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,-,20
1/09/2021,2014,6,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Humpty Doo,3
1/09/2021,2014,6,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Palmerston,-,1
1/09/2021,2014,6,Acts intended to cause injury,Other acts intended to cause injury,-,-,NT Balance,Humpty Doo,1
1/09/2021,2014,6,Commercial break-ins,Commercial break-ins actual,-,-,Darwin,-,31
1/09/2021,2014,6,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,-,13
1/09/2021,2014,6,Commercial break-ins,Commercial break-ins attempted,-,-,Darwin,-,3
1/09/2021,2014,6,House break-ins,House break-ins actual,-,-,Darwin,-,78
1/09/2021,2014,6,House break-ins,House break-ins actual,-,-,NT Balance,Humpty Doo,3
1/09/2021,2014,6,House break-ins,House break-ins actual,-,-,Palmerston,-,19
1/09/2021,2014,6,House break-ins,House break-ins attempted,-,-,Darwin,-,4
1/09/2021,2014,6,House break-ins,House break-ins attempted,-,-,Palmerston,-,3
1/09/2021,2014,6,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,-,51
1/09/2021,2014,6,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Howard Springs,6
1/09/2021,2014,6,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,-,26
1/09/2021,2014,6,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,-,49
1/09/2021,2014,6,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Howard Springs,1
1/09/2021,2014,6,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Humpty Doo,2
1/09/2021,2014,6,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,-,17
1/09/2021,2014,6,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Darwin,-,1
1/09/2021,2014,6,Property Damage Offences,Property damage offences,-,-,Darwin,-,259
1/09/2021,2014,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Howard Springs,5
1/09/2021,2014,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Humpty Doo,5
1/09/2021,2014,6,Property Damage Offences,Property damage offences,-,-,Palmerston,-,78
1/09/2021,2014,6,Robbery - extortion and related offences,Robbery,-,-,Darwin,-,5
1/09/2021,2014,6,Robbery - extortion and related offences,Robbery,-,-,NT Balance,Humpty Doo,1
1/09/2021,2014,6,Sexual Assault and related offences,Non-assaultive sexual offences,-,-,Darwin,-,1
1/09/2021,2014,6,Sexual Assault and related offences,Sexual assault,-,-,Darwin,-,12
1/09/2021,2014,6,Sexual Assault and related offences,Sexual assault,-,-,Palmerston,-,2
1/09/2021,2014,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,-,293
1/09/2021,2014,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,3
1/09/2021,2014,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,8
1/09/2021,2014,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,-,80
1/09/2021,2014,7,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Darwin,-,3
1/09/2021,2014,7,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,-,5
1/09/2021,2014,7,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Humpty Doo,1
1/09/2021,2014,7,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Palmerston,-,1
1/09/2021,2014,7,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,-,61
1/09/2021,2014,7,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Humpty Doo,2
1/09/2021,2014,7,Acts intended to cause injury,Assault,Alcohol involved,DV,Palmerston,-,10
1/09/2021,2014,7,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,-,52
1/09/2021,2014,7,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Humpty Doo,2
1/09/2021,2014,7,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Palmerston,-,8
1/09/2021,2014,7,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Darwin,-,5
1/09/2021,2014,7,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Palmerston,-,2
1/09/2021,2014,7,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Darwin,-,29
1/09/2021,2014,7,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Howard Springs,1
1/09/2021,2014,7,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Humpty Doo,1
1/09/2021,2014,7,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Palmerston,-,1
1/09/2021,2014,7,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,-,14
1/09/2021,2014,7,Acts intended to cause injury,Assault,No alcohol involved,DV,Palmerston,-,5
1/09/2021,2014,7,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,-,19
1/09/2021,2014,7,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Palmerston,-,5
1/09/2021,2014,7,Acts intended to cause injury,Other acts intended to cause injury,-,-,NT Balance,Humpty Doo,1
1/09/2021,2014,7,Acts intended to cause injury,Other acts intended to cause injury,-,-,Palmerston,-,1
1/09/2021,2014,7,Commercial break-ins,Commercial break-ins actual,-,-,Darwin,-,27
1/09/2021,2014,7,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,-,22
1/09/2021,2014,7,Commercial break-ins,Commercial break-ins attempted,-,-,Darwin,-,2
1/09/2021,2014,7,House break-ins,House break-ins actual,-,-,Darwin,-,81
1/09/2021,2014,7,House break-ins,House break-ins actual,-,-,NT Balance,Howard Springs,1
1/09/2021,2014,7,House break-ins,House break-ins actual,-,-,NT Balance,Humpty Doo,1
1/09/2021,2014,7,House break-ins,House break-ins actual,-,-,Palmerston,-,13
1/09/2021,2014,7,House break-ins,House break-ins attempted,-,-,Darwin,-,2
1/09/2021,2014,7,House break-ins,House break-ins attempted,-,-,Palmerston,-,1
1/09/2021,2014,7,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,-,35
1/09/2021,2014,7,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Howard Springs,1
1/09/2021,2014,7,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Humpty Doo,1
1/09/2021,2014,7,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,-,21
1/09/2021,2014,7,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,-,64
1/09/2021,2014,7,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Howard Springs,1
1/09/2021,2014,7,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,-,39
1/09/2021,2014,7,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Palmerston,-,1
1/09/2021,2014,7,Property Damage Offences,Property damage offences,-,-,Darwin,-,241
1/09/2021,2014,7,Property Damage Offences,Property damage offences,-,-,NT Balance,Howard Springs,3
1/09/2021,2014,7,Property Damage Offences,Property damage offences,-,-,NT Balance,Humpty Doo,3
1/09/2021,2014,7,Property Damage Offences,Property damage offences,-,-,Palmerston,-,89
1/09/2021,2014,7,Robbery - extortion and related offences,Blackmail and extortion,-,-,Palmerston,-,1
1/09/2021,2014,7,Robbery - extortion and related offences,Robbery,-,-,Darwin,-,8
1/09/2021,2014,7,Robbery - extortion and related offences,Robbery,-,-,Palmerston,-,1
1/09/2021,2014,7,Sexual Assault and related offences,Non-assaultive sexual offences,-,-,NT Balance,Howard Springs,1
1/09/2021,2014,7,Sexual Assault and related offences,Non-assaultive sexual offences,-,-,NT Balance,Humpty Doo,2
1/09/2021,2014,7,Sexual Assault and related offences,Sexual assault,-,-,Darwin,-,9
1/09/2021,2014,7,Sexual Assault and related offences,Sexual assault,-,-,NT Balance,Humpty Doo,3
1/09/2021,2014,7,Sexual Assault and related offences,Sexual assault,-,-,Palmerston,-,1
1/09/2021,2014,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,-,304
1/09/2021,2014,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,6
1/09/2021,2014,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,5
1/09/2021,2014,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,-,111
1/09/2021,2014,8,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,NT Balance,Howard Springs,1
1/09/2021,2014,8,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,NT Balance,Humpty Doo,1
1/09/2021,2014,8,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Palmerston,-,1
1/09/2021,2014,8,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Darwin,-,1
1/09/2021,2014,8,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,-,7
1/09/2021,2014,8,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Palmerston,-,1
1/09/2021,2014,8,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,-,40
1/09/2021,2014,8,Acts intended to cause injury,Assault,Alcohol involved,DV,Palmerston,-,11
1/09/2021,2014,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,-,59
1/09/2021,2014,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Howard Springs,2
1/09/2021,2014,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Palmerston,-,10
1/09/2021,2014,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Darwin,-,13
1/09/2021,2014,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Humpty Doo,1
1/09/2021,2014,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Palmerston,-,4
1/09/2021,2014,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Darwin,-,35
1/09/2021,2014,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Howard Springs,3
1/09/2021,2014,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Humpty Doo,1
1/09/2021,2014,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Palmerston,-,3
1/09/2021,2014,8,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,-,11
1/09/2021,2014,8,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Howard Springs,1
1/09/2021,2014,8,Acts intended to cause injury,Assault,No alcohol involved,DV,Palmerston,-,3
1/09/2021,2014,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,-,18
1/09/2021,2014,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Humpty Doo,1
1/09/2021,2014,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Palmerston,-,3
1/09/2021,2014,8,Acts intended to cause injury,Other acts intended to cause injury,-,-,Darwin,-,2
1/09/2021,2014,8,Acts intended to cause injury,Other acts intended to cause injury,-,-,Palmerston,-,1
1/09/2021,2014,8,Commercial break-ins,Commercial break-ins actual,-,-,Darwin,-,24
1/09/2021,2014,8,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Humpty Doo,2
1/09/2021,2014,8,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,-,8
1/09/2021,2014,8,Commercial break-ins,Commercial break-ins attempted,-,-,Darwin,-,1
1/09/2021,2014,8,Commercial break-ins,Commercial break-ins attempted,-,-,Palmerston,-,1
1/09/2021,2014,8,Homicide and related Offences,Manslaughter,-,-,Darwin,-,2
1/09/2021,2014,8,House break-ins,House break-ins actual,-,-,Darwin,-,63
1/09/2021,2014,8,House break-ins,House break-ins actual,-,-,NT Balance,Howard Springs,2
1/09/2021,2014,8,House break-ins,House break-ins actual,-,-,Palmerston,-,13
1/09/2021,2014,8,House break-ins,House break-ins attempted,-,-,Darwin,-,4
1/09/2021,2014,8,House break-ins,House break-ins attempted,-,-,Palmerston,-,2
1/09/2021,2014,8,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,-,43
1/09/2021,2014,8,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Howard Springs,3
1/09/2021,2014,8,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Humpty Doo,2
1/09/2021,2014,8,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,-,17
1/09/2021,2014,8,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,-,57
1/09/2021,2014,8,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Howard Springs,2
1/09/2021,2014,8,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,-,23
1/09/2021,2014,8,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Darwin,-,1
1/09/2021,2014,8,Property Damage Offences,Property damage offences,-,-,Darwin,-,205
1/09/2021,2014,8,Property Damage Offences,Property damage offences,-,-,NT Balance,Howard Springs,9
1/09/2021,2014,8,Property Damage Offences,Property damage offences,-,-,NT Balance,Humpty Doo,6
1/09/2021,2014,8,Property Damage Offences,Property damage offences,-,-,Palmerston,-,50
1/09/2021,2014,8,Robbery - extortion and related offences,Robbery,-,-,Darwin,-,5
1/09/2021,2014,8,Robbery - extortion and related offences,Robbery,-,-,NT Balance,Howard Springs,1
1/09/2021,2014,8,Sexual Assault and related offences,Sexual assault,-,-,Darwin,-,7
1/09/2021,2014,8,Sexual Assault and related offences,Sexual assault,-,-,NT Balance,Humpty Doo,2
1/09/2021,2014,8,Sexual Assault and related offences,Sexual assault,-,-,Palmerston,-,6
1/09/2021,2014,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,-,281
1/09/2021,2014,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,12
1/09/2021,2014,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,7
1/09/2021,2014,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,-,93
1/09/2021,2014,9,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Darwin,-,2
1/09/2021,2014,9,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Palmerston,-,1
1/09/2021,2014,9,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Palmerston,-,1
1/09/2021,2014,9,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,-,4
1/09/2021,2014,9,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Palmerston,-,1
1/09/2021,2014,9,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,-,37
1/09/2021,2014,9,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Howard Springs,2
1/09/2021,2014,9,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Humpty Doo,4
1/09/2021,2014,9,Acts intended to cause injury,Assault,Alcohol involved,DV,Palmerston,-,16
1/09/2021,2014,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,-,42
1/09/2021,2014,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Howard Springs,3
1/09/2021,2014,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Humpty Doo,1
1/09/2021,2014,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Palmerston,-,9
1/09/2021,2014,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Darwin,-,10
1/09/2021,2014,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Palmerston,-,2
1/09/2021,2014,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Darwin,-,24
1/09/2021,2014,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Howard Springs,2
1/09/2021,2014,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Humpty Doo,1
1/09/2021,2014,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Palmerston,-,10
1/09/2021,2014,9,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,-,10
1/09/2021,2014,9,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Howard Springs,2
1/09/2021,2014,9,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Humpty Doo,2
1/09/2021,2014,9,Acts intended to cause injury,Assault,No alcohol involved,DV,Palmerston,-,8
1/09/2021,2014,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,-,24
1/09/2021,2014,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Howard Springs,2
1/09/2021,2014,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Humpty Doo,2
1/09/2021,2014,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Palmerston,-,6
